회차,추첨일,번호1,번호2,번호3,번호4,번호5,번호6,보너스번호,총판매금액,1등당첨자수,1등당첨금액,2등당첨자수,2등당첨금액,3등당첨자수,3등당첨금액,4등당첨자수,4등당첨금액,5등당첨자수,5등당첨금액
1133,20240817,13,14,20,28,29,34,23,"111,210,839,000",13,"2,105,079,491",73,"62,479,529","2,737","1,666,426","143,047","50,000","2,393,005","5,000"
1134,20240824,3,7,9,13,19,24,23,"111,660,087,000",14,"1,755,689,384",97,"42,233,078","3,961","1,034,236","180,353","50,000","2,807,905","5,000"
1135,20240831,1,6,13,19,21,33,4,"113,817,137,000",9,"2,953,726,125",91,"48,687,794","3,417","1,296,632","163,808","50,000","2,654,691","5,000"
1136,20240907,21,33,35,38,42,44,1,"113,031,911,000",12,"2,314,468,157",75,"61,719,151","2,906","1,592,890","144,451","50,000","2,452,383","5,000"
1137,20240914,4,9,12,15,33,45,26,"119,250,007,000",14,"2,023,447,688",111,"42,534,937","3,323","1,420,818","163,296","50,000","2,737,836","5,000"
1138,20240921,14,16,19,20,29,34,35,"109,651,510,000",14,"1,902,656,786",50,"88,790,650","2,865","1,549,576","145,690","50,000","2,404,999","5,000"
1139,20240928,5,12,15,30,37,40,18,"117,915,887,000",13,"2,167,490,972",75,"62,616,406","3,240","1,449,454","163,236","50,000","2,645,260","5,000"
1140,20241005,7,10,22,29,31,38,15,"115,238,556,000",12,"2,279,823,938",83,"54,935,517","3,345","1,363,124","158,343","50,000","2,644,989","5,000"
1141,20241012,7,11,12,21,26,35,20,"115,803,173,000",11,"2,457,758,285",100,"45,058,902","3,371","1,336,663","165,233","50,000","2,718,563","5,000"
1142,20241019,2,8,28,30,37,41,22,"114,254,355,000",9,"3,117,517,709",67,"69,795,173","2,841","1,645,997","146,936","50,000","2,474,033","5,000"
1143,20241026,10,16,17,27,28,36,6,"116,432,896,000",11,"2,545,657,023",90,"51,855,977","3,154","1,479,721","156,400","50,000","2,612,029","5,000"
1144,20241102,3,4,12,15,26,34,6,"116,378,514,000",18,"1,489,347,375",94,"47,532,364","3,626","1,232,224","172,239","50,000","2,766,594","5,000"
1145,20241109,2,11,31,33,37,44,32,"116,115,162,000",9,"3,051,630,084",63,"72,657,860","3,312","1,382,079","164,055","50,000","2,647,054","5,000"
1146,20241116,6,11,17,19,40,43,28,"116,694,743,000",11,"2,526,476,353",72,"64,331,574","3,030","1,528,672","158,146","50,000","2,677,017","5,000"
1147,20241123,7,11,24,26,27,37,32,"115,707,061,000",8,"3,323,422,079",83,"53,388,307","3,588","1,235,014","173,036","50,000","2,750,379","5,000"
1148,20241130,3,6,13,15,16,22,32,"113,188,640,000",13,"2,073,332,308",97,"46,311,547","3,082","1,457,567","154,963","50,000","2,581,682","5,000"
1149,20241207,8,15,19,21,32,36,38,"112,146,718,000",17,"1,613,380,765",74,"61,773,588","2,924","1,563,354","145,209","50,000","2,448,589","5,000"
1150,20241214,8,9,18,35,39,45,25,"114,152,034,000",17,"1,570,620,309",226,"19,690,668","3,413","1,303,865","166,846","50,000","2,626,598","5,000"
1151,20241221,2,3,9,15,27,29,8,"116,118,444,000",17,"1,620,503,030",102,"45,013,974","3,351","1,370,166","163,055","50,000","2,635,014","5,000"
1152,20241228,30,31,32,35,36,37,5,"120,703,009,000",35,"874,349,668",79,"64,561,685","3,354","1,520,684","146,890","50,000","2,440,804","5,000"
1153,20250104,1,9,10,13,35,44,5,"126,343,367,000",15,"2,027,312,925",79,"64,155,473","3,506","1,445,603","167,692","50,000","2,848,165","5,000"
1154,20250111,4,8,22,26,32,38,27,"115,268,257,000",15,"1,854,965,425",62,"74,796,993","3,190","1,453,735","154,785","50,000","2,559,114","5,000"
1155,20250118,10,16,19,27,37,38,13,"118,482,730,000",7,"4,066,375,179",78,"60,821,851","3,171","1,496,091","160,366","50,000","2,654,046","5,000"
1156,20250125,30,31,34,39,41,45,7,"127,643,987,000",21,"1,505,207,090",73,"72,167,464","3,494","1,507,792","162,883","50,000","2,706,409","5,000"
1157,20250201,5,7,12,20,25,26,28,"123,443,439,000",12,"2,257,842,157",141,"32,026,130","4,549","992,677","201,847","50,000","3,100,779","5,000"
1158,20250208,21,25,27,32,37,38,20,"119,706,159,000",21,"1,394,358,197",86,"56,747,136","3,032","1,609,583","155,209","50,000","2,610,120","5,000"
1159,20250215,3,9,27,28,38,39,7,"124,802,304,000",23,"1,284,854,250",110,"44,775,224","3,742","1,316,215","177,373","50,000","2,826,061","5,000"
1160,20250222,7,13,18,36,39,45,19,"123,177,536,000",12,"2,509,359,875",84,"59,746,664","3,176","1,580,202","160,611","50,000","2,681,692","5,000"
1161,20250301,2,12,20,24,34,42,37,"123,230,590,000",16,"1,792,657,969",117,"40,858,302","4,107","1,163,970","181,457","50,000","2,859,815","5,000"
1162,20250308,20,21,22,25,28,29,6,"120,578,328,000",36,"823,931,021",78,"63,379,310","4,752","1,040,317","160,953","50,000","2,538,565","5,000"
1163,20250315,2,13,15,16,33,43,4,"122,246,316,000",15,"1,936,891,150",75,"64,563,039","3,386","1,430,074","168,204","50,000","2,795,027","5,000"
1164,20250322,17,18,23,25,38,39,22,"121,102,645,000",13,"2,193,092,164",76,"62,522,365","3,470","1,369,366","170,045","50,000","2,807,095","5,000"
1165,20250329,6,7,27,29,38,45,17,"118,112,106,000",13,"2,192,485,270",91,"52,202,031","3,173","1,497,128","158,014","50,000","2,630,455","5,000"
1166,20250405,14,23,25,27,29,42,16,"116,717,661,000",14,"2,072,319,938",80,"60,442,665","2,803","1,725,085","147,837","50,000","2,456,735","5,000"
1167,20250412,8,23,31,35,39,40,24,"118,762,131,000",10,"2,884,087,913",69,"69,663,960","2,942","1,633,859","157,094","50,000","2,614,372","5,000"
1168,20250419,9,21,24,30,33,37,29,"117,811,795,000",13,"2,136,635,914",74,"62,559,160","3,514","1,317,410","166,163","50,000","2,712,545","5,000"
1169,20250426,5,12,24,26,39,42,20,"118,803,195,000",10,"2,852,735,813",112,"42,451,426","3,244","1,465,648","160,483","50,000","2,668,194","5,000"
1170,20250503,3,13,28,34,38,42,25,"116,709,995,000",20,"1,386,550,969",103,"44,872,200","5,668","815,427","163,866","50,000","2,637,401","5,000"
1171,20250510,3,6,7,11,12,17,19,"115,285,696,000",21,"1,128,345,286",148,"26,683,842","5,317","742,752","211,503","50,000","3,094,806","5,000"
1172,20250517,7,9,24,40,42,44,45,"117,565,241,000",13,"2,203,004,452",98,"48,705,881","3,059","1,560,372","152,897","50,000","2,590,472","5,000"
1173,20250524,1,5,18,20,30,35,3,"118,782,668,000",24,"1,179,946,063",94,"50,210,471","3,139","1,503,595","163,678","50,000","2,689,832","5,000"
1174,20250531,8,11,14,17,36,39,22,"119,020,467,000",15,"1,910,619,425",85,"56,194,689","3,196","1,494,540","158,944","50,000","2,670,129","5,000"
1175,20250607,3,4,6,8,32,42,31,"117,488,305,000",20,"1,384,026,094",92,"50,145,873","3,178","1,451,675","164,364","50,000","2,723,718","5,000"
1176,20250614,7,9,11,21,30,35,29,"115,765,450,000",13,"2,052,166,154",89,"49,959,102","3,533","1,258,523","171,545","50,000","2,746,919","5,000"
1177,20250621,3,7,15,16,19,43,21,"115,411,832,000",6,"4,576,672,000",75,"61,022,294","3,111","1,471,126","157,438","50,000","2,644,128","5,000"
1178,20250628,5,6,11,27,43,44,17,"118,774,279,000",12,"2,391,608,407",89,"53,744,010","3,061","1,562,633","157,044","50,000","2,653,841","5,000"
1179,20250705,3,16,18,24,40,44,21,"115,024,678,000",13,"2,162,821,097",63,"74,382,737","2,989","1,567,787","148,832","50,000","2,516,368","5,000"
1180,20250712,6,12,18,37,40,41,3,"115,377,965,000",11,"2,535,566,421",72,"64,563,034","3,010","1,544,365","153,274","50,000","2,567,395","5,000"
1181,20250719,8,10,14,20,33,41,28,"113,802,682,000",17,"1,593,643,500",86,"52,503,759","3,109","1,452,340","155,938","50,000","2,596,371","5,000"
1182,20250726,1,13,21,25,28,31,22,"115,431,308,000",13,"2,124,785,424",79,"58,274,706","3,015","1,526,933","156,025","50,000","2,616,958","5,000"
1183,20250802,4,15,17,23,27,36,31,"115,605,968,000",13,"2,073,966,000",92,"48,843,403","3,623","1,240,297","169,030","50,000","2,680,548","5,000"
1184,20250809,14,16,23,25,31,37,42,"117,748,924,000",15,"1,910,655,600",95,"50,280,411","3,115","1,533,432","155,556","50,000","2,576,710","5,000"
1185,20250816,6,17,22,28,29,32,38,"117,480,804,000",12,"2,388,695,125",79,"60,473,295","2,903","1,645,674","153,798","50,000","2,566,276","5,000"
1186,20250823,2,8,13,16,23,28,35,"116,690,738,000",14,"1,985,676,911",89,"52,058,946","3,226","1,436,221","162,707","50,000","2,628,810","5,000"
1187,20250830,5,13,26,29,37,40,42,"117,650,847,000",11,"2,619,380,012",79,"60,787,300","3,147","1,525,961","152,448","50,000","2,557,090","5,000"
1188,20250906,3,4,12,19,22,27,9,"116,617,971,000",24,"1,074,625,172",111,"38,725,232","3,713","1,157,690","188,314","50,000","2,901,056","5,000"
1189,20250913,9,19,29,35,37,38,31,"119,484,685,000",13,"2,263,651,299",167,"29,368,730","3,121","1,571,477","152,345","50,000","2,577,694","5,000"
1190,20250920,7,9,19,23,26,45,33,"118,368,861,000",6,"4,622,793,813",113,"40,909,680","3,293","1,403,825","168,764","50,000","2,752,776","5,000"
1191,20250927,1,4,11,12,20,41,2,"121,272,809,000",18,"1,536,334,355",132,"34,916,690","3,649","1,263,087","184,758","50,000","2,905,296","5,000"
1192,20251004,10,16,23,36,39,40,11,"129,050,196,000",29,"1,079,546,587",95,"54,924,300","3,476","1,501,096","171,551","50,000","2,841,016","5,000"
1193,20251011,6,9,16,19,24,28,17,"118,676,603,000",16,"1,717,013,508",84,"54,508,366","3,635","1,259,616","175,936","50,000","2,782,376","5,000"
1194,20251018,3,13,15,24,33,37,2,"121,085,706,000",28,"985,155,349",99,"46,438,300","5,442","844,799","186,820","50,000","2,884,544","5,000"
1195,20251025,3,15,27,33,34,36,37,"122,918,013,000",10,"2,939,186,738",86,"56,960,984","3,337","1,467,979","165,621","50,000","2,797,760","5,000"
1196,20251101,8,12,15,29,40,45,14,"121,645,432,000",15,"2,001,627,550",94,"53,234,776","2,837","1,763,860","153,894","50,000","2,619,093","5,000"
1197,20251108,1,5,7,26,28,43,30,"120,244,434,000",13,"2,205,089,827",74,"64,563,441","3,087","1,547,683","162,871","50,000","2,751,422","5,000"
1198,20251115,26,30,33,38,39,41,21,"120,207,517,000",10,"2,953,686,638",78,"63,112,963","3,110","1,582,898","155,228","50,000","2,591,974","5,000"
1199,20251122,16,24,25,30,31,32,7,"118,624,796,000",17,"1,695,609,839",75,"64,056,372","3,504","1,371,070","157,073","50,000","2,604,985","5,000"
1200,20251129,1,2,4,16,20,32,45,"118,339,596,000",12,"2,357,299,875",80,"58,932,497","3,584","1,315,458","161,754","50,000","2,673,060","5,000"
1201,20251206,7,9,24,27,35,36,37,"115,389,593,000",19,"1,414,555,718",84,"53,326,506","3,321","1,348,819","166,050","50,000","2,711,377","5,000"
1202,20251213,5,12,21,33,37,40,7,"116,954,237,000",14,"1,920,410,813",109,"41,109,712","3,764","1,190,478","180,212","50,000","2,723,770","5,000"
1203,20251220,3,6,18,29,35,39,24,"121,655,631,000",21,"1,368,060,733",118,"40,578,073","3,588","1,334,508","171,960","50,000","2,784,823","5,000"
1204,20251227,8,16,28,30,31,44,27,"123,758,619,000",18,"1,661,007,688",95,"52,452,875","3,361","1,482,602","164,919","50,000","2,753,835","5,000"
1205,20260103,1,4,16,23,31,41,2,"132,670,747,000",10,"3,226,386,263",97,"55,436,191","3,486","1,542,545","174,740","50,000","2,915,978","5,000"
1206,20260110,1,3,17,26,27,42,23,"121,012,690,000",15,"1,868,807,000",74,"63,135,372","3,329","1,403,430","172,867","50,000","2,897,371","5,000"
1207,20260117,10,22,24,27,38,45,11,"122,934,287,000",17,"1,733,202,949",86,"57,101,648","3,365","1,459,359","168,020","50,000","2,756,042","5,000"
1208,20260124,6,27,30,36,38,42,25,"120,408,668,000",6,"5,001,713,625",68,"73,554,613","2,932","1,705,906","149,359","50,000","2,544,535","5,000"
1209,20260131,2,17,20,35,37,39,24,"124,040,394,000",22,"1,371,910,466",73,"68,908,745","3,141","1,601,509","163,147","50,000","2,724,028","5,000"
1210,20260207,1,7,9,17,27,38,31,"123,111,058,000",24,"1,102,298,407",153,"28,818,259","4,649","948,418","211,663","50,000","3,139,766","5,000"
1211,20260214,23,26,27,35,38,40,10,"134,945,802,000",14,"2,370,956,036",86,"64,328,265","3,332","1,660,334","174,056","50,000","2,902,451","5,000"
1212,20260221,5,8,25,31,41,44,45,"131,727,929,000",12,"2,654,089,032",79,"67,192,128","3,482","1,524,463","175,609","50,000","2,923,618","5,000"
1213,20260228,5,11,25,27,36,38,2,"131,111,079,000",18,"1,740,011,646",110,"47,454,864","3,724","1,401,728","180,063","50,000","2,958,422","5,000"
1214,20260307,10,15,19,27,30,33,14,"124,815,860,000",12,"2,431,577,188",99,"49,122,772","3,618","1,344,156","177,889","50,000","2,921,649","5,000"
1215,20260314,13,15,19,21,44,45,39,"126,977,101,000",16,"1,998,542,133",76,"70,124,286","3,120","1,708,156","153,024","50,000","2,640,357","5,000"
1216,20260321,3,10,14,15,23,24,25,"125,556,526,000",14,"2,148,654,000",87,"57,626,736","3,181","1,576,085","168,089","50,000","2,853,121","5,000"
1217,20260328,8,10,15,20,29,31,41,"125,155,256,000",14,"2,179,738,018",85,"59,835,946","3,344","1,520,950","163,563","50,000","2,742,207","5,000"
1218,20260404,3,28,31,32,42,45,25,"123,335,928,000",18,"1,714,482,042",80,"64,293,077","2,889","1,780,356","150,326","50,000","2,600,819","5,000"
1219,20260411,1,2,15,28,39,45,31,"120,945,801,000",12,"2,508,232,844",77,"65,148,906","3,079","1,629,252","150,733","50,000","2,560,905","5,000"
1220,20260418,2,22,25,28,34,43,16,"121,958,822,000",14,"2,114,514,161",85,"58,045,487","3,192","1,545,698","161,279","50,000","2,688,906","5,000"
1221,20260425,6,13,18,28,30,36,9,"122,979,623,000",16,"1,830,801,165",96,"50,855,588","3,465","1,408,986","174,082","50,000","2,745,724","5,000"
1222,20260502,4,11,17,22,32,41,34,"124,243,558,000",24,"1,202,986,844",115,"41,843,021","4,081","1,179,110","182,844","50,000","2,896,800","5,000"
1223,20260509,16,18,20,32,33,39,26,"122,621,163,000",16,"1,857,554,133",103,"48,092,017","3,481","1,423,005","161,967","50,000","2,716,882","5,000"
1224,20260516,9,18,21,27,44,45,28,"121,110,408,000",12,"2,414,855,250",70,"68,995,865","3,373","1,431,874","166,726","50,000","2,716,244","5,000"
1224,20260516,9,18,21,27,44,45,28,"121,110,408,000",12,"2,414,855,250",70,"68,995,865","3,373","1,431,874","166,726","50,000","2,716,244","5,000"
1225,20260523,8,9,19,25,41,42,33,"120,402,887,000",13,"2,228,133,087",76,"63,521,338","3,333","1,448,432","161,090","50,000","2,705,194","5,000"
1225,20260523,8,9,19,25,41,42,33,"120,402,887,000",13,"2,228,133,087",76,"63,521,338","3,333","1,448,432","161,090","50,000","2,705,194","5,000"
1226,20260530,4,6,13,17,26,28,41,"120,259,943,000",10,"2,815,230,113",75,"62,560,670","3,557","1,319,104","171,525","50,000","2,803,464","5,000"
1227,20260606,1,14,16,34,41,44,13,"118,882,558,000",11,"2,674,808,455",70,"70,054,508","3,042","1,612,037","151,881","50,000","2,523,341","5,000"
1228,20260613,24,29,30,31,35,44,1,"119,052,273,000",11,"2,698,334,421",83,"59,601,765","2,836","1,744,340","147,604","50,000","2,514,073","5,000"
1229,20260620,12,13,29,34,37,42,16,"116,155,532,000",8,"3,519,759,000",89,"52,730,472","2,925","1,604,449","152,290","50,000","2,583,834","5,000"
1230,20260627,3,8,9,22,28,42,45,"120,177,677,000",16,"1,771,357,196",90,"52,484,658","3,336","1,415,953","168,902","50,000","2,770,957","5,000"
1231,20260704,4,13,14,18,31,38,15,"118,084,580,000",17,"1,652,990,074",92,"50,907,303","3,329","1,406,871","162,821","50,000","2,686,693","5,000"
1232,20260711,12,15,19,22,24,36,3,"114,636,304,000",11,"2,533,260,819",92,"50,481,647","2,984","1,556,405","149,349","50,000","2,539,242","5,000"
1233,20260718,2,7,20,25,37,40,29,"116,159,776,000",31,"837,965,396",76,"56,966,946","4,438","975,550","185,487","50,000","2,833,927","5,000"
1234,20260725,1,15,19,31,35,43,27,"115,990,429,000",18,"1,595,129,563",71,"67,399,841","2,985","1,603,146","146,684","50,000","2,475,581","5,000"
1235,20260801,6,7,11,15,39,43,20,"115,445,069,000",9,"3,090,961,625",82,"56,541,981","2,859","1,621,701","154,048","50,000","2,585,719","5,000"
1236,20260808,12,18,21,29,34,38,10,"114,070,835,000",11,"2,441,919,375",84,"53,295,860","3,371","1,328,049","161,927","50,000","2,624,850","5,000"
1237,20260815,10,20,23,34,37,40,36,118363161000,23,1214932680,75,62096560,3745,1243590,172132,50000,2663409,5000
1238,20260822,2,13,18,32,38,42,22,114537798000,23,1197258718,84,54636807,3235,1418700,156141,50000,2549183,5000
1239,20260829,11,13,22,32,33,36,8,117767285000,13,2214789375,71,67587470,3081,1557518,152825,50000,2570542,5000
1240,20260905,11,13,19,20,31,44,27,118165321000,16,1791817758,78,61258727,3087,1547840,155202,50000,2619423,5000
