회차,추첨일,번호1,번호2,번호3,번호4,번호5,번호6,보너스번호,총판매금액,1등당첨자수,1등당첨금액,2등당첨자수,2등당첨금액,3등당첨자수,3등당첨금액,4등당첨자수,4등당첨금액,5등당첨자수,5등당첨금액
424,20110115,10,11,26,31,34,44,30,"48,728,445,000",10,"1,109,480,813",51,"36,257,543","1,686","1,096,759","75,456","50,000","1,159,669","5,000"
425,20110122,8,10,14,27,33,38,3,"50,459,694,000",8,"1,534,833,000",41,"49,913,269","1,297","1,577,829","66,071","50,000","1,110,949","5,000"
426,20110129,4,17,18,27,39,43,19,"51,466,592,000",4,"3,057,233,625",63,"32,351,679","1,463","1,393,135","71,102","50,000","1,174,590","5,000"
427,20110205,6,7,15,24,28,30,21,"52,511,055,000",1,"12,571,445,625",33,"63,492,150","1,415","1,480,736","71,400","50,000","1,184,720","5,000"
428,20110212,12,16,19,22,37,40,8,"54,685,007,000",9,"1,437,683,209",30,"71,884,161","1,568","1,375,335","76,003","50,000","1,258,031","5,000"
429,20110219,3,23,28,34,39,42,16,"53,993,833,000",9,"1,485,904,709",37,"60,239,381","1,389","1,604,649","68,256","50,000","1,150,652","5,000"
430,20110226,1,3,16,18,30,34,44,"53,194,872,000",8,"1,611,763,219",45,"47,755,948","1,449","1,483,104","70,039","50,000","1,180,669","5,000"
431,20110305,18,22,25,31,38,45,6,"51,661,947,000",10,"1,268,434,013",43,"49,164,110","1,337","1,581,195","66,865","50,000","1,115,054","5,000"
432,20110312,2,3,5,11,27,39,33,"52,348,574,000",5,"2,299,427,550",48,"39,920,618","1,747","1,096,846","83,754","50,000","1,331,414","5,000"
433,20110319,19,23,29,33,35,43,27,"52,396,606,000",11,"1,182,294,410",41,"52,866,824","1,278","1,696,041","65,906","50,000","1,112,537","5,000"
434,20110326,3,13,20,24,33,37,35,"51,579,439,000",8,"1,480,060,266",37,"53,335,506","1,867","1,056,998","78,263","50,000","1,217,852","5,000"
435,20110402,8,16,26,30,38,45,42,"52,341,267,000",10,"1,287,550,013",31,"69,223,119","1,426","1,504,851","67,838","50,000","1,122,280","5,000"
436,20110409,9,14,20,22,33,34,28,"50,869,017,000",8,"1,512,266,579",44,"45,826,260","1,425","1,414,987","70,742","50,000","1,153,313","5,000"
437,20110416,11,16,29,38,41,44,21,"50,798,417,000",6,"2,096,245,438",33,"63,522,590","1,286","1,630,051","64,531","50,000","1,080,539","5,000"
438,20110423,6,12,20,26,29,38,45,"50,370,042,000",9,"1,377,142,167",41,"50,383,250","1,303","1,585,352","65,010","50,000","1,081,763","5,000"
439,20110430,17,20,30,31,37,40,25,"49,680,708,000",6,"1,900,077,375",33,"57,578,103","1,437","1,322,253","75,335","50,000","1,174,597","5,000"
440,20110507,10,22,28,34,36,44,2,"49,810,778,000",6,"1,995,873,000",41,"48,679,830","1,495","1,335,033","68,428","50,000","1,103,401","5,000"
441,20110514,1,23,28,30,34,35,9,"50,272,122,000",4,"3,170,417,063",42,"50,324,081","1,127","1,875,432","60,027","50,000","1,045,164","5,000"
442,20110521,25,27,29,36,38,40,41,"51,219,943,000",9,"1,413,413,042",27,"78,522,947","1,271","1,668,073","63,699","50,000","1,092,813","5,000"
443,20110528,4,6,10,19,20,44,14,"51,236,072,000",9,"1,327,597,584",41,"48,570,644","1,668","1,193,883","74,414","50,000","1,193,233","5,000"
444,20110604,11,13,23,35,43,45,17,"50,673,529,000",3,"4,154,188,625",26,"79,888,243","1,270","1,635,508","65,611","50,000","1,087,892","5,000"
445,20110611,13,20,21,30,39,45,32,"50,053,080,000",7,"1,791,683,036",28,"74,653,460","1,183","1,766,946","61,433","50,000","1,046,503","5,000"
446,20110618,1,11,12,14,26,35,6,"50,595,241,000",3,"4,051,247,625",41,"49,405,459","1,375","1,473,181","68,198","50,000","1,136,546","5,000"
447,20110625,2,7,8,9,17,33,34,"49,555,042,000",4,"2,657,941,125",31,"57,160,025","1,721","1,029,612","84,363","50,000","1,276,737","5,000"
448,20110702,3,7,13,27,40,41,36,"51,341,262,000",3,"4,026,212,750",35,"57,517,325","1,422","1,415,687","72,122","50,000","1,191,936","5,000"
449,20110709,3,10,20,26,35,43,36,"50,214,272,000",3,"4,059,715,250",39,"52,047,632","1,295","1,567,458","65,963","50,000","1,114,025","5,000"
450,20110716,6,14,19,21,23,31,13,"49,732,036,000",6,"1,990,391,625",34,"58,540,931","1,349","1,475,458","67,461","50,000","1,113,967","5,000"
451,20110723,12,15,20,24,30,38,29,"49,861,167,000",13,"882,138,952",31,"61,654,873","1,612","1,185,671","74,696","50,000","1,181,075","5,000"
452,20110730,8,10,18,30,32,34,27,"48,456,758,000",9,"1,276,902,000",48,"39,903,188","1,298","1,475,619","66,864","50,000","1,112,471","5,000"
453,20110806,12,24,33,38,40,42,30,"48,055,125,000",5,"2,262,732,375",36,"52,378,065","1,412","1,335,419","69,250","50,000","1,096,036","5,000"
454,20110813,13,25,27,34,38,41,10,"48,389,211,000",7,"1,609,125,590",43,"43,658,447","1,397","1,343,818","74,480","50,000","1,090,420","5,000"
455,20110820,4,19,20,26,30,35,24,"48,769,851,000",7,"1,635,711,483",32,"59,635,315","1,448","1,317,908","69,056","50,000","1,133,097","5,000"
456,20110827,1,7,12,18,23,27,44,"49,420,681,000",7,"1,598,505,054",39,"47,818,528","1,616","1,154,037","75,858","50,000","1,199,612","5,000"
457,20110903,8,10,18,23,27,40,33,"49,679,052,000",10,"1,159,902,825",47,"41,131,306","1,506","1,283,647","72,524","50,000","1,149,591","5,000"
458,20110910,4,9,10,32,36,40,18,"53,778,256,000",8,"1,608,812,625",52,"41,251,606","1,433","1,496,918","72,902","50,000","1,216,672","5,000"
459,20110917,4,6,10,14,25,40,12,"49,890,095,000",7,"1,655,842,233",46,"41,995,999","1,532","1,260,977","73,084","50,000","1,167,264","5,000"
460,20110924,8,11,28,30,43,45,41,"51,917,635,000",4,"3,180,895,782",30,"70,686,573","1,307","1,622,493","66,799","50,000","1,130,818","5,000"
461,20111001,11,18,26,31,37,40,43,"50,624,588,000",6,"1,948,674,875",32,"60,896,090","1,717","1,134,931","75,605","50,000","1,188,529","5,000"
462,20111008,3,20,24,32,37,45,4,"49,325,555,000",8,"1,483,559,297",39,"50,719,976","1,394","1,418,996","67,106","50,000","1,096,569","5,000"
463,20111015,23,29,31,33,34,44,40,"49,205,151,000",-,-,37,"54,687,384","1,254","1,613,584","62,251","50,000","1,060,512","5,000"
464,20111022,6,12,15,34,42,44,4,"126,772,274,000",13,"3,355,721,106",78,"67,273,025","3,145","1,668,457","159,899","50,000","2,682,564","5,000"
465,20111029,1,8,11,13,22,38,31,"57,793,294,000",7,"1,923,662,893",46,"48,788,552","1,733","1,295,023","83,244","50,000","1,356,052","5,000"
466,20111105,4,10,13,23,32,44,20,"58,314,753,000",9,"1,530,313,459",55,"41,735,822","1,746","1,314,703","83,132","50,000","1,327,403","5,000"
467,20111112,2,12,14,17,24,40,39,"57,383,906,000",9,"1,435,441,084",33,"65,247,322","1,811","1,188,936","88,314","50,000","1,410,192","5,000"
468,20111119,8,13,15,28,37,43,17,"55,598,552,000",9,"1,527,197,167",33,"69,418,054","1,457","1,572,269","70,701","50,000","1,187,572","5,000"
469,20111126,4,21,22,34,37,38,33,"53,364,940,000",4,"3,330,131,250",33,"67,275,379","1,277","1,738,519","65,880","50,000","1,125,554","5,000"
470,20111203,10,16,20,39,41,42,27,"53,912,965,000",3,"4,333,330,625",27,"80,246,864","1,390","1,558,753","71,706","50,000","1,207,572","5,000"
471,20111210,6,13,29,37,39,41,43,"53,492,340,000",7,"1,939,332,858",30,"75,418,500","1,219","1,856,075","63,297","50,000","1,096,176","5,000"
472,20111217,16,25,26,31,36,43,44,"51,929,207,000",7,"1,809,656,090",23,"91,794,150","1,352","1,561,587","68,212","50,000","1,132,776","5,000"
473,20111224,8,13,20,22,23,36,34,"52,867,236,000",4,"3,250,418,063",36,"60,192,928","1,313","1,650,378","67,064","50,000","1,148,971","5,000"
474,20111231,4,13,18,31,33,45,43,"58,978,482,000",15,"936,690,800",48,"48,785,980","1,738","1,347,369","81,500","50,000","1,336,085","5,000"
475,20120107,1,9,14,16,21,29,3,"56,043,275,000",8,"1,693,923,047",33,"68,441,336","1,486","1,519,896","75,257","50,000","1,238,055","5,000"
476,20120114,9,12,13,15,37,38,27,"55,591,819,000",4,"3,439,851,469",34,"67,448,069","1,294","1,772,206","68,643","50,000","1,203,577","5,000"
477,20120121,14,25,29,32,33,45,37,"60,801,409,000",8,"1,919,011,829",33,"77,535,832","1,474","1,735,877","73,001","50,000","1,256,239","5,000"
478,20120128,18,29,30,37,39,43,8,"54,975,901,000",14,"987,224,759",35,"65,814,984","1,285","1,792,627","67,069","50,000","1,141,261","5,000"
479,20120204,8,23,25,27,35,44,24,"54,848,834,000",6,"2,233,046,500",34,"65,677,839","1,389","1,607,665","71,489","50,000","1,197,119","5,000"
480,20120211,3,5,10,17,30,31,16,"55,415,681,000",4,"2,996,742,282",50,"39,956,564","1,983","1,007,478","96,288","50,000","1,382,163","5,000"
481,20120218,3,4,23,29,40,41,20,"55,642,616,000",3,"4,639,355,750",34,"68,225,820","1,294","1,792,642","66,695","50,000","1,185,827","5,000"
482,20120225,1,10,16,24,25,35,43,"56,201,452,000",7,"1,897,921,179",30,"73,808,046","1,639","1,350,971","78,522","50,000","1,292,139","5,000"
483,20120303,12,15,19,22,28,34,5,"55,582,659,000",5,"2,567,196,675",53,"40,364,728","1,886","1,134,322","83,480","50,000","1,300,537","5,000"
484,20120310,1,3,27,28,32,45,11,"55,885,979,000",6,"2,305,303,063",32,"72,040,721","1,343","1,716,533","70,285","50,000","1,197,263","5,000"
485,20120317,17,22,26,27,36,39,20,"55,692,878,000",9,"1,501,474,917",33,"68,248,860","1,406","1,601,859","72,785","50,000","1,237,898","5,000"
486,20120324,1,2,23,25,38,40,43,"54,540,823,000",13,"1,008,634,125",29,"75,357,722","1,501","1,455,946","72,658","50,000","1,230,904","5,000"
487,20120331,4,8,25,27,37,41,21,"55,276,503,000",8,"1,638,830,766",46,"47,502,342","1,587","1,376,880","76,639","50,000","1,265,088","5,000"
488,20120407,2,8,17,30,31,38,25,"54,213,092,000",10,"1,330,393,575",33,"67,191,595","1,345","1,648,567","69,224","50,000","1,181,353","5,000"
489,20120414,2,4,8,15,20,27,11,"53,558,490,000",6,"2,106,360,625",52,"40,506,936","1,538","1,369,546","75,822","50,000","1,227,452","5,000"
490,20120421,2,7,26,29,40,43,42,"52,590,121,000",7,"1,860,234,161",29,"74,837,007","1,357","1,599,318","65,961","50,000","1,126,965","5,000"
491,20120428,8,17,35,36,39,42,4,"53,413,874,000",4,"3,304,634,438",31,"71,067,408","1,360","1,619,919","68,290","50,000","1,133,544","5,000"
492,20120505,22,27,31,35,37,40,42,"51,693,454,000",5,"2,493,013,800",40,"51,937,788","1,434","1,448,753","69,327","50,000","1,152,057","5,000"
493,20120512,20,22,26,33,36,37,25,"53,231,838,000",9,"1,451,120,334",27,"80,617,797","1,342","1,621,968","68,608","50,000","1,154,415","5,000"
494,20120519,5,7,8,15,30,43,22,"53,321,589,000",12,"1,054,588,407",40,"52,729,421","1,539","1,370,486","74,174","50,000","1,215,736","5,000"
495,20120526,4,13,22,27,34,44,6,"53,645,960,000",6,"2,111,645,000",44,"47,991,932","1,568","1,346,713","75,762","50,000","1,228,344","5,000"
496,20120602,4,13,20,29,36,41,39,"52,915,804,000",4,"3,285,932,250",46,"47,622,207","1,389","1,577,122","66,873","50,000","1,117,856","5,000"
497,20120609,19,20,23,24,43,44,13,"52,411,585,000",6,"2,222,817,813",30,"74,093,928","1,148","1,936,253","61,101","50,000","1,073,640","5,000"
498,20120616,13,14,24,32,39,41,3,"52,851,253,000",4,"3,244,503,094",35,"61,800,059","1,334","1,621,441","68,471","50,000","1,139,612","5,000"
499,20120623,5,20,23,27,35,40,43,"52,767,632,000",3,"4,070,480,250",46,"44,244,351","1,514","1,344,281","76,797","50,000","1,252,409","5,000"
500,20120630,3,4,12,20,24,34,41,"54,012,267,000",9,"1,351,072,375",68,"29,803,068","1,831","1,106,832","84,979","50,000","1,308,863","5,000"
501,20120707,1,4,10,17,31,42,2,"52,717,711,000",4,"3,025,200,094",61,"33,062,297","1,639","1,230,507","77,235","50,000","1,272,541","5,000"
502,20120714,6,22,28,32,34,40,26,"54,000,640,000",6,"2,201,458,125",31,"71,014,779","1,482","1,485,465","70,160","50,000","1,176,131","5,000"
503,20120721,1,5,27,30,34,36,40,"53,572,205,000",7,"1,853,634,911",42,"51,489,859","1,292","1,673,819","69,822","50,000","1,198,882","5,000"
504,20120728,6,14,22,26,43,44,31,"51,787,037,000",9,"1,443,236,959",29,"74,650,188","1,294","1,672,995","63,257","50,000","1,082,365","5,000"
505,20120804,7,20,22,25,38,40,44,"49,103,223,000",6,"1,917,955,188",38,"50,472,505","1,440","1,331,914","69,758","50,000","1,144,014","5,000"
506,20120811,6,9,11,22,24,30,31,"52,363,311,000",3,"4,073,333,875",33,"61,717,180","1,588","1,282,536","75,289","50,000","1,224,774","5,000"
507,20120818,12,13,32,33,40,41,4,"53,638,773,000",9,"1,416,438,875",29,"73,264,080","1,473","1,442,403","73,411","50,000","1,230,314","5,000"
508,20120825,5,27,31,34,35,43,37,"54,010,391,000",8,"1,599,557,860",31,"68,798,188","1,596","1,336,306","75,460","50,000","1,234,049","5,000"
509,20120901,12,25,29,35,42,43,24,"53,390,358,000",5,"2,689,076,100",34,"65,908,728","1,228","1,824,835","64,934","50,000","1,104,261","5,000"
510,20120908,12,29,32,33,39,40,42,"53,964,992,000",5,"2,644,158,150",25,"88,138,605","1,319","1,670,558","69,724","50,000","1,173,715","5,000"
511,20120915,3,7,14,23,26,42,24,"53,970,308,000",6,"2,165,579,250",37,"58,529,169","1,524","1,420,984","72,310","50,000","1,209,004","5,000"
512,20120922,4,5,9,13,26,27,1,"54,017,801,000",13,"940,094,452",52,"39,170,603","1,682","1,210,982","82,439","50,000","1,318,396","5,000"
513,20120929,5,8,21,23,27,33,12,"58,317,548,000",3,"4,589,624,750",54,"42,496,526","1,626","1,411,324","82,270","50,000","1,337,355","5,000"
514,20121006,1,15,20,26,35,42,9,"54,452,404,000",3,"4,451,055,500",36,"61,820,216","1,362","1,634,015","70,323","50,000","1,181,166","5,000"
515,20121013,2,11,12,15,23,37,8,"55,258,935,000",1,"13,200,466,875",35,"62,859,367","1,450","1,517,296","74,773","50,000","1,258,039","5,000"
516,20121020,2,8,23,41,43,44,30,"56,385,762,000",11,"1,294,190,182",32,"74,146,313","1,338","1,773,305","67,233","50,000","1,169,955","5,000"
517,20121027,1,9,12,28,36,41,10,"54,468,223,000",5,"2,659,057,725",40,"55,397,036","1,493","1,484,181","70,854","50,000","1,192,872","5,000"
518,20121103,14,23,30,32,34,38,6,"55,321,566,000",6,"2,263,804,125",34,"66,582,475","1,349","1,678,135","71,110","50,000","1,198,970","5,000"
519,20121110,6,8,13,16,30,43,3,"55,614,206,000",7,"1,950,601,393",32,"71,115,676","1,357","1,677,010","71,405","50,000","1,206,248","5,000"
520,20121117,4,22,27,28,38,40,1,"55,003,797,000",6,"2,167,205,438",37,"58,573,120","1,627","1,332,026","77,196","50,000","1,260,891","5,000"
521,20121124,3,7,18,29,32,36,19,"56,185,373,000",8,"1,693,420,922",53,"42,601,785","1,612","1,400,679","75,589","50,000","1,250,016","5,000"
522,20121201,4,5,13,14,37,41,11,"57,053,378,000",6,"2,281,623,000",39,"58,503,154","1,495","1,526,170","76,078","50,000","1,293,961","5,000"
523,20121208,1,4,37,38,40,45,7,"53,678,449,000",7,"1,780,355,840",43,"48,304,229","1,557","1,334,029","79,706","50,000","1,247,454","5,000"
524,20121215,10,11,29,38,41,45,21,"55,662,103,000",4,"3,491,695,594",36,"64,661,030","1,338","1,739,759","67,866","50,000","1,163,075","5,000"
525,20121222,11,23,26,29,39,44,22,"55,566,007,000",9,"1,501,132,375",41,"54,919,478","1,543","1,459,300","73,791","50,000","1,215,973","5,000"
526,20121229,7,14,17,20,35,39,31,"56,527,807,000",9,"1,491,031,959",49,"45,643,836","1,539","1,453,248","78,325","50,000","1,291,054","5,000"
527,20130105,1,12,22,32,33,42,38,"56,985,634,000",13,"1,032,386,366",29,"77,132,315","1,967","1,137,183","83,212","50,000","1,287,504","5,000"
528,20130112,5,17,25,31,39,40,10,"57,548,541,000",11,"1,197,889,125",86,"25,536,397","1,811","1,212,662","87,443","50,000","1,366,616","5,000"
529,20130119,18,20,24,27,31,42,39,"57,645,779,000",8,"1,749,114,797",33,"70,671,305","1,502","1,552,699","75,069","50,000","1,282,443","5,000"
530,20130126,16,23,27,29,33,41,22,"56,241,083,000",11,"1,231,656,239",40,"56,450,911","1,449","1,558,342","75,595","50,000","1,255,300","5,000"
531,20130202,1,5,9,21,27,35,45,"57,567,064,000",9,"1,521,519,750",42,"54,339,992","1,618","1,410,557","78,757","50,000","1,317,489","5,000"
532,20130209,16,17,23,24,29,44,3,"61,687,384,000",7,"2,216,896,286",26,"99,476,116","1,480","1,747,554","74,186","50,000","1,288,672","5,000"
533,20130216,9,14,15,17,31,33,23,"59,275,357,000",8,"1,785,671,579",44,"54,111,260","1,517","1,569,477","78,509","50,000","1,333,013","5,000"
534,20130223,10,24,26,29,37,38,32,"59,227,462,000",1,"14,215,763,250",55,"43,078,071","1,537","1,541,506","79,943","50,000","1,332,446","5,000"
535,20130302,11,12,14,15,18,39,34,"60,523,884,000",3,"4,935,603,000",31,"79,606,500","1,512","1,632,144","76,742","50,000","1,336,486","5,000"
536,20130309,7,8,18,32,37,43,12,"59,763,469,000",11,"1,308,523,603",40,"59,973,999","1,676","1,431,361","80,139","50,000","1,336,621","5,000"
537,20130316,12,23,26,30,36,43,11,"59,453,323,000",7,"2,104,038,911",35,"70,134,631","1,444","1,699,940","75,265","50,000","1,265,143","5,000"
538,20130323,6,10,18,31,32,34,11,"59,233,373,000",3,"4,688,021,625",48,"48,833,559","1,724","1,359,636","82,529","50,000","1,347,630","5,000"
539,20130330,3,19,22,31,42,43,26,"59,168,870,000",9,"1,621,036,667",42,"57,894,167","1,519","1,600,761","75,592","50,000","1,270,479","5,000"
540,20130406,3,12,13,15,34,36,14,"56,739,658,000",7,"1,989,365,250",26,"89,266,390","1,409","1,647,216","72,629","50,000","1,234,194","5,000"
541,20130413,8,13,26,28,32,34,43,"57,087,047,000",11,"1,269,327,171",40,"58,177,496","1,444","1,611,565","73,911","50,000","1,246,235","5,000"
542,20130420,5,6,19,26,41,45,34,"56,949,161,000",6,"2,335,152,563",26,"89,813,561","1,456","1,603,814","72,242","50,000","1,236,252","5,000"
543,20130427,13,18,26,31,34,44,12,"56,570,245,000",12,"1,112,934,844",47,"47,358,930","1,968","1,131,032","81,520","50,000","1,280,433","5,000"
544,20130504,5,17,21,25,36,44,10,"56,056,189,000",13,"1,046,388,433",47,"48,237,765","1,527","1,484,725","74,263","50,000","1,235,509","5,000"
545,20130511,4,24,25,27,34,35,2,"55,967,171,000",11,"1,198,994,353",42,"52,337,056","1,497","1,468,375","77,301","50,000","1,306,657","5,000"
546,20130518,8,17,20,27,37,43,6,"56,713,166,000",30,"405,939,950",55,"36,903,632","3,110","652,637","104,469","50,000","1,379,107","5,000"
547,20130525,6,7,15,22,34,39,28,"57,968,466,000",5,"2,838,444,450",54,"43,803,156","1,548","1,528,018","75,527","50,000","1,256,984","5,000"
548,20130601,1,12,13,21,32,45,14,"57,771,827,000",8,"1,736,871,891",46,"50,344,113","1,646","1,406,944","78,057","50,000","1,291,286","5,000"
549,20130608,29,31,35,38,40,44,17,"56,864,611,000",8,"1,760,805,047",35,"67,078,288","1,487","1,578,844","71,700","50,000","1,213,077","5,000"
550,20130615,1,7,14,20,34,37,41,"56,441,770,000",11,"1,118,679,205",58,"35,360,550","2,728","751,801","103,421","50,000","1,328,508","5,000"
551,20130622,3,6,20,24,27,44,25,"56,989,370,000",1,"13,526,973,750",32,"70,452,989","1,440","1,565,622","77,811","50,000","1,313,634","5,000"
552,20130629,1,10,20,32,35,40,43,"57,602,386,000",10,"1,330,824,225",45,"49,289,787","1,808","1,226,793","86,409","50,000","1,347,284","5,000"
553,20130706,2,7,17,28,29,39,37,"56,487,483,000",6,"2,249,631,438",52,"43,262,144","1,647","1,365,897","77,687","50,000","1,272,468","5,000"
554,20130713,13,14,17,32,41,42,6,"56,124,466,000",2,"6,813,893,625",41,"55,397,510","1,484","1,530,525","74,436","50,000","1,234,010","5,000"
555,20130720,11,17,21,24,26,36,12,"57,273,817,000",8,"1,711,027,360",46,"49,594,996","1,554","1,468,063","78,046","50,000","1,296,730","5,000"
556,20130727,12,20,23,28,30,44,43,"57,374,791,000",7,"2,005,209,161",41,"57,058,798","1,411","1,657,981","73,689","50,000","1,257,532","5,000"
557,20130803,4,20,26,28,35,40,31,"55,086,560,000",7,"1,888,069,286",43,"51,226,687","1,503","1,465,568","74,569","50,000","1,238,570","5,000"
558,20130810,12,15,19,26,40,43,29,"54,939,001,000",10,"1,315,913,663",51,"43,003,715","1,408","1,557,663","77,834","50,000","1,206,457","5,000"
559,20130817,11,12,25,32,44,45,23,"55,733,418,000",7,"1,926,145,608",42,"53,504,045","1,566","1,434,975","73,823","50,000","1,239,640","5,000"
560,20130824,1,4,20,23,29,45,28,"56,565,298,000",7,"1,976,697,215",40,"57,653,669","1,476","1,562,431","73,123","50,000","1,235,465","5,000"
561,20130831,5,7,18,37,42,45,20,"56,638,383,000",5,"2,753,712,225",41,"55,969,761","1,434","1,600,252","73,966","50,000","1,252,562","5,000"
562,20130907,4,11,13,17,20,31,33,"56,288,212,000",11,"1,166,694,614",51,"41,940,003","1,789","1,195,607","85,094","50,000","1,355,577","5,000"
563,20130914,5,10,16,17,31,32,21,"57,320,132,000",7,"1,932,735,643",38,"59,338,375","1,642","1,373,239","79,945","50,000","1,324,790","5,000"
564,20130921,14,19,25,26,27,34,2,"58,012,468,000",7,"1,934,801,143",32,"70,539,625","1,649","1,368,871","83,100","50,000","1,358,618","5,000"
565,20130928,4,10,18,27,40,45,38,"59,556,622,000",8,"1,742,064,469",39,"59,557,760","1,866","1,244,777","85,438","50,000","1,384,878","5,000"
566,20131005,4,5,6,25,26,43,41,"57,666,611,000",4,"3,508,951,032",35,"66,837,163","1,555","1,504,374","74,789","50,000","1,275,890","5,000"
567,20131012,1,10,15,16,32,41,28,"57,439,471,000",6,"2,318,659,438",53,"43,748,292","1,547","1,498,811","76,284","50,000","1,271,252","5,000"
568,20131019,1,3,17,20,31,44,40,"57,681,628,000",10,"1,305,167,550",50,"43,505,585","1,845","1,179,014","87,784","50,000","1,409,876","5,000"
569,20131026,3,6,13,23,24,35,1,"58,441,902,000",4,"3,467,925,188",36,"64,220,837","1,706","1,355,188","81,582","50,000","1,329,250","5,000"
570,20131102,1,12,26,27,29,33,42,"57,654,279,000",9,"1,527,791,625",38,"60,307,565","1,573","1,456,890","77,565","50,000","1,323,078","5,000"
571,20131109,11,18,21,26,38,43,29,"56,493,528,000",7,"1,966,538,465",33,"69,524,088","1,506","1,523,437","74,042","50,000","1,238,061","5,000"
572,20131116,3,13,18,33,37,45,1,"56,473,602,000",8,"1,668,216,188",53,"41,967,703","1,734","1,282,750","81,361","50,000","1,274,889","5,000"
573,20131123,2,4,20,34,35,43,14,"56,092,721,000",8,"1,645,691,766",50,"43,885,114","1,622","1,352,809","78,997","50,000","1,308,493","5,000"
574,20131130,14,15,16,19,25,43,2,"55,882,933,000",2,"6,965,184,938",33,"70,355,404","1,259","1,844,106","68,910","50,000","1,184,428","5,000"
575,20131207,2,8,20,30,33,34,6,"56,330,738,000",8,"1,699,267,875",45,"50,348,678","1,488","1,522,642","75,000","50,000","1,257,969","5,000"
576,20131214,10,11,15,25,35,41,13,"54,691,148,000",3,"4,321,966,000",54,"40,018,204","1,561","1,384,359","76,903","50,000","1,242,512","5,000"
577,20131221,16,17,22,31,34,37,33,"57,010,827,000",3,"4,484,438,375",42,"53,386,172","1,526","1,469,345","79,150","50,000","1,322,032","5,000"
578,20131228,5,12,14,32,34,42,16,"58,584,741,000",5,"2,796,466,575",43,"54,195,089","1,615","1,442,966","80,303","50,000","1,326,822","5,000"
579,20140104,5,7,20,22,37,42,39,"63,532,871,000",11,"1,396,068,444",46,"55,640,409","1,769","1,446,840","85,011","50,000","1,408,043","5,000"
580,20140111,5,7,9,11,32,35,33,"60,514,216,000",7,"2,028,610,500",42,"56,350,292","1,665","1,421,449","86,352","50,000","1,401,162","5,000"
581,20140118,3,5,14,20,42,44,33,"60,257,457,000",8,"1,844,554,547",39,"63,061,694","1,384","1,777,028","76,964","50,000","1,321,056","5,000"
582,20140125,2,12,14,33,40,41,25,"59,306,953,000",4,"3,560,558,719",57,"41,643,962","1,631","1,455,369","79,917","50,000","1,333,596","5,000"
583,20140201,8,17,27,33,40,44,24,"62,675,295,000",11,"1,341,848,353",51,"48,236,379","1,826","1,347,238","88,583","50,000","1,445,611","5,000"
584,20140208,7,18,30,39,40,41,36,"61,343,856,000",3,"5,033,183,250",32,"78,643,489","1,464","1,718,984","77,972","50,000","1,328,119","5,000"
585,20140215,6,7,10,16,38,41,4,"60,253,002,000",9,"1,620,546,334",45,"54,018,212","1,528","1,590,851","79,691","50,000","1,339,079","5,000"
586,20140222,2,7,12,15,21,34,5,"59,502,096,000",8,"1,778,354,344",46,"51,546,503","1,570","1,510,280","80,965","50,000","1,346,737","5,000"
587,20140301,14,21,29,31,32,37,17,"59,715,499,000",3,"4,974,577,375",43,"57,843,923","1,437","1,730,890","73,745","50,000","1,254,438","5,000"
588,20140308,2,8,15,22,25,41,30,"59,533,101,000",5,"2,889,342,075",43,"55,995,002","1,676","1,436,626","78,517","50,000","1,315,684","5,000"
589,20140315,6,8,28,33,38,39,22,"60,643,729,000",7,"2,136,877,983",42,"59,357,722","1,559","1,599,118","77,435","50,000","1,301,184","5,000"
590,20140322,20,30,36,38,41,45,23,"60,003,131,000",7,"2,185,183,983",31,"82,238,107","1,370","1,860,863","70,019","50,000","1,221,113","5,000"
591,20140329,8,13,14,30,38,39,5,"59,373,946,000",5,"2,964,676,200",38,"65,014,829","1,483","1,665,923","73,310","50,000","1,251,393","5,000"
592,20140405,2,5,6,13,28,44,43,"58,097,477,000",6,"2,356,381,688",28,"84,156,489","1,406","1,675,948","75,519","50,000","1,284,347","5,000"
593,20140412,9,10,13,24,33,38,28,"59,368,204,000",9,"1,532,833,500",62,"37,084,682","1,818","1,264,715","87,413","50,000","1,383,890","5,000"
594,20140419,2,8,13,25,28,37,3,"57,764,442,000",11,"1,255,592,796",42,"54,807,623","1,750","1,315,383","79,157","50,000","1,301,802","5,000"
595,20140426,8,24,28,35,38,40,5,"57,797,288,000",8,"1,744,525,219",54,"43,074,697","1,501","1,549,656","77,652","50,000","1,281,555","5,000"
596,20140503,3,4,12,14,25,43,17,"56,561,071,000",10,"1,328,267,663",41,"53,994,621","1,651","1,340,872","80,007","50,000","1,313,990","5,000"
597,20140510,8,10,23,24,35,43,37,"56,832,361,000",13,"1,057,920,606",46,"49,829,594","1,532","1,496,189","75,553","50,000","1,260,248","5,000"
598,20140517,4,12,24,33,38,45,22,"57,518,550,000",16,"833,998,594",50,"44,479,925","2,053","1,083,291","86,005","50,000","1,333,411","5,000"
599,20140524,5,12,17,29,34,35,27,"57,381,791,000",8,"1,710,918,329",43,"53,051,732","1,685","1,353,843","79,069","50,000","1,297,530","5,000"
600,20140531,5,11,14,27,29,36,44,"56,372,519,000",15,"901,798,725",41,"54,987,728","1,518","1,485,176","77,138","50,000","1,258,677","5,000"
601,20140607,2,16,19,31,34,35,37,"55,868,455,000",9,"1,524,565,209",28,"81,673,137","1,516","1,508,475","72,233","50,000","1,205,559","5,000"
